Name,Description,SnapshotId,Region,Encrypted,OwnerId,StartTime,VolumeId,VolumeSize,StorageTier,RestoreExpiryTime,Tags
,Created by CreateImage(i-0fa79a221db461eac) for ami-09344608d8cc4330e,snap-0a9e45ccc2468c683,us-east-1,False,993814764642,2023-07-12 08:48:18.835000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:B2DDAFF1-7897-5BD5-6B74-2EA33BD116A0"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-0957f5e5444ddd095,snap-098f3fd8178ad5e8e,us-east-1,False,993814764642,2023-07-12 08:53:50.784000+00:00,vol-947259d7,80,standard,,"""Name"": ""DataHub4 C Drive"", ""aws:backup:source-resource"": ""i-f5b79090:D3A9BD94-8DA6-0E1F-796B-9DEB5617B049"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-0957f5e5444ddd095,snap-0a79749ca6040382a,us-east-1,False,993814764642,2023-07-12 08:53:50.784000+00:00,vol-4a725909,300,standard,,"""aws:backup:source-resource"": ""i-f5b79090:D3A9BD94-8DA6-0E1F-796B-9DEB5617B049"", ""Name"": ""DataHub4 Rabbit Drive"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-0d51c50f0df9fa7d9,snap-074bddbe202f0d03c,us-east-1,False,993814764642,2023-07-12 08:05:32.834000+00:00,vol-0519557e3c89d15a6,80,standard,,"""Name"": ""WebFront2"", ""aws:backup:source-resource"": ""i-03258b739120ff3c3:AA3969AC-DBE9-B824-7191-2BFF0F1B882E"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-0b643e6c677a8efc9,snap-0dd616dcdc136d3ea,us-east-1,False,993814764642,2023-07-08 08:49:26.707000+00:00,vol-947259d7,80,standard,,"""Name"": ""DataHub4 C Drive"", ""aws:backup:source-resource"": ""i-f5b79090:7ED55E3C-E7B2-31A3-130D-8D7167E1CA26"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-00d0747f5b33809e6,snap-0cf0f076eb58e7305,us-east-1,False,993814764642,2023-07-08 08:41:50.899000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:AA8B1967-8223-B5E0-56F7-A3226F97662E"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-0a5e7d1014f03c201,snap-016a2f1eb66aa3e04,us-east-1,False,993814764642,2023-07-05 08:51:31.401000+00:00,vol-4a725909,300,standard,,"""aws:backup:source-resource"": ""i-f5b79090:A28FF1DD-0716-B828-22DF-4741E77D745F"", ""Name"": ""DataHub4 Rabbit Drive"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-01c98d2d1608a7a61,snap-0b8726459685db5cb,us-east-1,False,993814764642,2023-07-05 08:47:09.616000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:BFB13E0E-D603-3611-1C6D-C8482368A72E"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-09294d01d11ef537c,snap-0a12d77aebe3c787a,us-east-1,False,993814764642,2023-07-05 07:47:41.662000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:F5D9CC91-0566-785E-1470-D7E6F5008297"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-03960854193537e3b,snap-0b89e4e12a22d45f2,us-east-1,False,993814764642,2023-07-01 08:46:20.554000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:39CEE9C5-0645-507B-0615-331123940EC8"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-060ebe16eda1908f2,snap-03270d83f44b0beee,us-east-1,False,993814764642,2023-07-01 08:53:43.502000+00:00,vol-4a725909,300,standard,,"""Name"": ""DataHub4 Rabbit Drive"", ""aws:backup:source-resource"": ""i-f5b79090:22E039DE-8F25-E3ED-6428-7157B4CF7365"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-00b2f19a332fe94e5,snap-0b2be4400e0fcf4b5,us-east-1,False,993814764642,2023-06-28 08:48:55.835000+00:00,vol-4a725909,300,standard,,"""aws:backup:source-resource"": ""i-f5b79090:C130AD43-4FEF-678B-F6BF-799E7BA777B0"", ""Name"": ""DataHub4 Rabbit Drive"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-0b4a358664c117ad1,snap-09fa3033ef7c0be47,us-east-1,False,993814764642,2023-06-28 07:54:16.678000+00:00,vol-0519557e3c89d15a6,80,standard,,"""aws:backup:source-resource"": ""i-03258b739120ff3c3:309FBA4C-E9F3-77C7-7251-73438BABE9D0"", ""Name"": ""WebFront2"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-0d023b9801eb4ca03,snap-0844514de25ba7c4d,us-east-1,False,993814764642,2023-06-28 07:44:24.698000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:96493716-7F11-3156-911E-D06F12218BE5"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-0e27fd69307a85f9e,snap-0f3b4fc1f9d175827,us-east-1,False,993814764642,2023-06-24 08:50:53.800000+00:00,vol-4a725909,300,standard,,"""Name"": ""DataHub4 Rabbit Drive"", ""aws:backup:source-resource"": ""i-f5b79090:C4AB7698-4694-11C9-44B9-4DEB80E6072D"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-03eb6ef97cb3d9420,snap-0fc3ed225da6194f0,us-east-1,False,993814764642,2023-06-24 08:47:03.707000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:88388DD8-CDD0-C7B8-5D0E-F5773A2E9A60"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-08104120c951a6b86,snap-0aa2d1c9f5dad3089,us-east-1,False,993814764642,2023-06-24 08:07:03.794000+00:00,vol-0519557e3c89d15a6,80,standard,,"""aws:backup:source-resource"": ""i-03258b739120ff3c3:E6A13C60-5FB8-DD65-D0CF-804ED4CE0908"", ""Name"": ""WebFront2"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-044cc26020d767d2a,snap-08ddddde27ea19b76,us-east-1,False,993814764642,2023-06-24 07:44:41.443000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:FA70872C-CD8A-DBDE-80E6-EC5D3F2BC456"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-0d161db9c48372a3f,snap-031f24a7b9c53b340,us-east-1,False,993814764642,2023-06-21 08:43:18.547000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:4C26BF8A-BBFC-A3B9-DDFE-C269CE44EC81"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-082ad6add43f1cfde,snap-08665acb9fd8dbda5,us-east-1,False,993814764642,2023-06-21 07:46:32.582000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:E4B42882-2874-73B4-6777-0BB20097E58D"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-0dc4baa4333a5fe80,snap-094c5bdfff6f4ba27,us-east-1,False,993814764642,2023-06-17 08:54:06.731000+00:00,vol-947259d7,80,standard,,"""Name"": ""DataHub4 C Drive"", ""aws:backup:source-resource"": ""i-f5b79090:9220C098-51F8-FB09-C541-0138129BB3AA"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-011626910a102338a,snap-0188f061b7b6eabf0,us-east-1,False,993814764642,2023-06-17 07:53:51.504000+00:00,vol-0519557e3c89d15a6,80,standard,,"""aws:backup:source-resource"": ""i-03258b739120ff3c3:A5496661-4E3A-1E59-4031-1F45B8E39115"", ""Name"": ""WebFront2"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-06b581685307a8c7c,snap-0ad285d808a8b2e40,us-east-1,False,993814764642,2023-06-17 07:46:12.977000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:8D1B2B9B-7441-2437-17C2-DD1695B473CE"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-057c30c694eb740ea,snap-04d15adb16d0a641e,us-east-1,False,993814764642,2023-06-14 08:52:08.681000+00:00,vol-947259d7,80,standard,,"""aws:backup:source-resource"": ""i-f5b79090:5862B0D7-2EBE-4E29-34A9-7429E069DF7C"", ""Name"": ""DataHub4 C Drive"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-08616f5c675b3f3e1,snap-0f9f7717acee4a32b,us-east-1,False,993814764642,2023-06-14 08:42:07.453000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:48E37A80-AAA9-B1D8-0F04-B7B9AC15906F"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-084269b85b428927a,snap-09ebcc45a10a7e20f,us-east-1,False,993814764642,2023-06-14 08:07:29.678000+00:00,vol-0519557e3c89d15a6,80,standard,,"""aws:backup:source-resource"": ""i-03258b739120ff3c3:ADFA7CF2-6D4D-4FA7-AA81-16ADFE76052D"", ""Name"": ""WebFront2"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-023a81df3610167cc,snap-0bed2b4ed24d946bf,us-east-1,False,993814764642,2023-06-14 07:46:53.592000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:89D8CE67-DFEC-9225-6859-5B8230F83353"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-012f8a1f822acf253,snap-043dc07310abb9541,us-east-1,False,993814764642,2023-06-10 08:43:07.325000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:D45D544C-0E2B-7108-A0AD-B6B49A3FC3E4"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-0348159502ecf6354,snap-0f5a7ee193978ca8d,us-east-1,False,993814764642,2023-06-10 08:53:34.289000+00:00,vol-4a725909,300,standard,,"""aws:backup:source-resource"": ""i-f5b79090:85091CDA-5D9B-0528-51D9-39974D4F296F"", ""Name"": ""DataHub4 Rabbit Drive"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-0b0e553910ebf4729,snap-04b8ce196acda88f0,us-east-1,False,993814764642,2023-06-10 07:48:21.423000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:47E11F19-24A4-92B1-C66A-C2A9E8D44037"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-03af4a50e95398641,snap-0f633e86aec62003c,us-east-1,False,993814764642,2023-06-07 08:54:53.529000+00:00,vol-947259d7,80,standard,,"""Name"": ""DataHub4 C Drive"", ""aws:backup:source-resource"": ""i-f5b79090:2316675F-121D-D889-9BC3-048882C13565"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-03af4a50e95398641,snap-09de52628d274dad9,us-east-1,False,993814764642,2023-06-07 08:54:53.529000+00:00,vol-4a725909,300,standard,,"""Name"": ""DataHub4 Rabbit Drive"", ""aws:backup:source-resource"": ""i-f5b79090:2316675F-121D-D889-9BC3-048882C13565"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-08f2d17ed2b0fdfd9,snap-0c7e48691e972976a,us-east-1,False,993814764642,2023-06-07 08:46:45.685000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:D43E7D41-1986-568F-4575-34F76652A138"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-010f1b287be49d2d5,snap-00e2bc49dee9a70b9,us-east-1,False,993814764642,2023-06-07 08:12:51.941000+00:00,vol-0519557e3c89d15a6,80,standard,,"""Name"": ""WebFront2"", ""aws:backup:source-resource"": ""i-03258b739120ff3c3:760AE084-F36D-0978-AAA5-EEA1D708D3D6"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-0085ffdb76cccfd30,snap-0f75fa760caac3ace,us-east-1,False,993814764642,2023-06-03 09:13:06.028000+00:00,vol-947259d7,80,standard,,"""aws:backup:source-resource"": ""i-f5b79090:5BE538E1-8251-A7C7-8558-D12CF09C475F"", ""Name"": ""DataHub4 C Drive"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-09c4192573a46d30d,snap-007903648587e7e30,us-east-1,False,993814764642,2023-06-03 07:54:55.309000+00:00,vol-0519557e3c89d15a6,80,standard,,"""aws:backup:source-resource"": ""i-03258b739120ff3c3:AF4A07F4-7ECC-7A52-A2A2-86B9BDF1E6C8"", ""Name"": ""WebFront2"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-0a956d6f46ee6e3c5,snap-0d725a1c8bb1a99bf,us-east-1,False,993814764642,2023-05-31 08:49:52.706000+00:00,vol-4a725909,300,standard,,"""aws:backup:source-resource"": ""i-f5b79090:DE448925-D9F1-6461-60BB-5EE0E3270929"", ""Name"": ""DataHub4 Rabbit Drive"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-0c134551278e12a55,snap-07ee1225608c2b81e,us-east-1,False,993814764642,2023-05-31 08:13:26.023000+00:00,vol-0519557e3c89d15a6,80,standard,,"""Name"": ""WebFront2"", ""aws:backup:source-resource"": ""i-03258b739120ff3c3:DAD51143-3FE9-78E6-E71D-9DCEE0F8696A"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-0ecee4d10aeb3c93d,snap-02f9694f953976afd,us-east-1,False,993814764642,2023-05-31 07:43:46.711000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:568E6AB6-12DB-51C0-D9B5-79BF1C31EB57"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-0f5e05db9c3a71c1a,snap-0d93079d1c25b93b5,us-east-1,False,993814764642,2023-05-27 08:54:53.927000+00:00,vol-4a725909,300,standard,,"""aws:backup:source-resource"": ""i-f5b79090:843B2C6D-8689-D5A3-4BA9-C9A4477891E3"", ""Name"": ""DataHub4 Rabbit Drive"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-0f5e05db9c3a71c1a,snap-065437c76ed15bf48,us-east-1,False,993814764642,2023-05-27 08:54:53.927000+00:00,vol-947259d7,80,standard,,"""Name"": ""DataHub4 C Drive"", ""aws:backup:source-resource"": ""i-f5b79090:843B2C6D-8689-D5A3-4BA9-C9A4477891E3"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-06eb9e914d4628ed7,snap-08e8e228a4796a268,us-east-1,False,993814764642,2023-05-24 08:51:47.539000+00:00,vol-4a725909,300,standard,,"""Name"": ""DataHub4 Rabbit Drive"", ""aws:backup:source-resource"": ""i-f5b79090:84F9EBA4-FFAB-8509-9C89-299A6D6DB4AB"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-06eb9e914d4628ed7,snap-00c42e542ba8169eb,us-east-1,False,993814764642,2023-05-24 08:51:47.539000+00:00,vol-947259d7,80,standard,,"""aws:backup:source-resource"": ""i-f5b79090:84F9EBA4-FFAB-8509-9C89-299A6D6DB4AB"", ""Name"": ""DataHub4 C Drive"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-00ca340702c578453,snap-01b05a18adc59adac,us-east-1,False,993814764642,2023-05-24 08:10:14.833000+00:00,vol-0519557e3c89d15a6,80,standard,,"""aws:backup:source-resource"": ""i-03258b739120ff3c3:AE2BA9F9-AED0-D0FC-F368-F5A8F12CFD8E"", ""Name"": ""WebFront2"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-017b3a38d131ddb52,snap-0102ef3a1b2afabcf,us-east-1,False,993814764642,2023-05-24 07:45:31.372000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:7622B2F6-E1A5-96B9-45CA-B6EEFF31EDCA"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-070c2d90d9dca420b,snap-08918443fbdf4b82d,us-east-1,False,993814764642,2023-05-20 08:44:53.550000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:07877889-AE0C-6CCB-99BF-051C0DE0062F"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-0d6274f8e8383705e,snap-0a0c98378f5035b3d,us-east-1,False,993814764642,2023-05-20 08:52:27.709000+00:00,vol-4a725909,300,standard,,"""Name"": ""DataHub4 Rabbit Drive"", ""aws:backup:source-resource"": ""i-f5b79090:83C8E8F2-77B4-4002-3AAD-0028704877CD"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-061ae5f0d3085c25f,snap-05d8ba63591230d94,us-east-1,False,993814764642,2023-05-20 07:45:27.764000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:C38B65DA-B8D7-3167-D15A-EF15025873EB"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-06a0cda627639a303,snap-08901e69b16d0eb01,us-east-1,False,993814764642,2023-05-17 09:06:11.998000+00:00,vol-947259d7,80,standard,,"""aws:backup:source-resource"": ""i-f5b79090:B0C46055-881F-EDFC-D68F-D3C0863BEB8F"", ""Name"": ""DataHub4 C Drive"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-08e37ca3b7c8cea99,snap-0037b4579ff094753,us-east-1,False,993814764642,2023-05-17 07:46:18.655000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:18867AEB-D658-F968-5422-1384A3F493F5"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-0393a4cf2fbd78bcf,snap-0e6726aeadd22dacb,us-east-1,False,993814764642,2023-05-13 09:06:10.235000+00:00,vol-947259d7,80,standard,,"""aws:backup:source-resource"": ""i-f5b79090:913E90B0-64FC-2E4C-61A3-BF00DD992C44"", ""Name"": ""DataHub4 C Drive"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-0393a4cf2fbd78bcf,snap-03aae081145ecbb40,us-east-1,False,993814764642,2023-05-13 09:06:10.235000+00:00,vol-4a725909,300,standard,,"""Name"": ""DataHub4 Rabbit Drive"", ""aws:backup:source-resource"": ""i-f5b79090:913E90B0-64FC-2E4C-61A3-BF00DD992C44"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-017a646b1d650e6b8,snap-0ed44056ecb5e30a7,us-east-1,False,993814764642,2023-05-13 08:47:21.703000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:AAB8E8C4-631C-C8A9-4022-AC4DB150BA68"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-02251be6cc6da582d,snap-0e1b10fb5f89ad8ea,us-east-1,False,993814764642,2023-05-13 07:51:15.079000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:0ED177C9-7E37-D365-9605-E10BB2961065"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-0105c3d335b205f63,snap-0be7f931272329ca1,us-east-1,False,993814764642,2023-05-10 08:52:35.620000+00:00,vol-947259d7,80,standard,,"""aws:backup:source-resource"": ""i-f5b79090:EE963751-26E2-7632-2190-B23E424CCB67"", ""Name"": ""DataHub4 C Drive"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-076e64b9b3c703e71,snap-06a9a83402fb14fcf,us-east-1,False,993814764642,2023-05-10 08:41:26.725000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:BC4BE935-80CA-3F4E-A5ED-EEB2EF0410B9"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-06a42439a44f59bb5,snap-023baeb7d6dbbb36f,us-east-1,False,993814764642,2023-05-10 08:12:12.018000+00:00,vol-0519557e3c89d15a6,80,standard,,"""aws:backup:source-resource"": ""i-03258b739120ff3c3:4EB69BD2-7595-96BF-31B2-41628B385E8E"", ""Name"": ""WebFront2"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-005b2cd8cc041393f,snap-0ff1a0f42fbd32e6e,us-east-1,False,993814764642,2023-05-03 08:53:53.728000+00:00,vol-4a725909,300,standard,,"""aws:backup:source-resource"": ""i-f5b79090:4A045DD6-9845-3665-B821-271B93F428AB"", ""Name"": ""DataHub4 Rabbit Drive"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-005b2cd8cc041393f,snap-0e4ebb925980a3877,us-east-1,False,993814764642,2023-05-03 08:53:53.728000+00:00,vol-947259d7,80,standard,,"""aws:backup:source-resource"": ""i-f5b79090:4A045DD6-9845-3665-B821-271B93F428AB"", ""Name"": ""DataHub4 C Drive"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-08ddfe91d556780a5,snap-0aea03ca510ad485e,us-east-1,False,993814764642,2023-05-03 08:40:59.763000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:36D6651D-B945-8A4C-7BD2-36B7DE2D41CC"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-026c80ce949123b81,snap-062e47e19006987ae,us-east-1,False,993814764642,2023-04-29 08:51:32.558000+00:00,vol-947259d7,80,standard,,"""Name"": ""DataHub4 C Drive"", ""aws:backup:source-resource"": ""i-f5b79090:CC14B3A5-53B8-3539-1A64-61FE5FDDB440"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-0bd87c7eb28496437,snap-0946071544f92f611,us-east-1,False,993814764642,2023-04-29 08:48:03.355000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:AAC661DF-718C-ACC5-B0DD-6323610E7E30"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-04015528f84de46e4,snap-02e2b1d2e87272a5d,us-east-1,False,993814764642,2023-04-29 07:43:49.485000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:1BF48306-3AD3-8A86-D332-A359527E5E2B"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-057644928f8406273,snap-09e044e4e2c8c4588,us-east-1,False,993814764642,2023-04-26 07:08:25.844000+00:00,vol-0519557e3c89d15a6,80,standard,,"""Name"": ""WebFront2"", ""aws:backup:source-resource"": ""i-03258b739120ff3c3:626A6A6D-21D9-8DFF-3D62-9CE1216512BD"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-0d777de1e145bade5,snap-0f7ffeeb623b54689,us-east-1,False,993814764642,2023-04-22 08:45:01.034000+00:00,vol-947259d7,80,standard,,"""aws:backup:source-resource"": ""i-f5b79090:293D3A5B-EA96-BADF-FB81-4387B14DE189"", ""Name"": ""DataHub4 C Drive"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-0d777de1e145bade5,snap-08cfaa23ffbcf16c3,us-east-1,False,993814764642,2023-04-22 08:45:01.034000+00:00,vol-4a725909,300,standard,,"""Name"": ""DataHub4 Rabbit Drive"", ""aws:backup:source-resource"": ""i-f5b79090:293D3A5B-EA96-BADF-FB81-4387B14DE189"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-01c625c8503662744,snap-06f68d7f838d1a61a,us-east-1,False,993814764642,2023-04-22 08:35:45.980000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:D8C6814B-00CF-0122-F1B3-0704DC3FCEFF"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-0e2d4efc60cbf8b72,snap-0595a733a4a05cf89,us-east-1,False,993814764642,2023-04-19 08:42:17.859000+00:00,vol-947259d7,80,standard,,"""Name"": ""DataHub4 C Drive"", ""aws:backup:source-resource"": ""i-f5b79090:2AFF1AB7-4363-7022-8F1F-D67228E84EF1"""
DataHub4 Rabbit Drive,Created by CreateImage(i-f5b79090) for ami-0e2d4efc60cbf8b72,snap-06f0547063e16823b,us-east-1,False,993814764642,2023-04-19 08:42:17.859000+00:00,vol-4a725909,300,standard,,"""Name"": ""DataHub4 Rabbit Drive"", ""aws:backup:source-resource"": ""i-f5b79090:2AFF1AB7-4363-7022-8F1F-D67228E84EF1"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-04bb8d7c6a2d7ed3d,snap-0604ce32980a9d508,us-east-1,False,993814764642,2023-04-19 08:29:36.838000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:DE908E18-8AC0-FC69-0832-28741CB278CA"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-050f433ac7c9ce33a,snap-00d9417771d89ad61,us-east-1,False,993814764642,2023-04-15 08:42:11.702000+00:00,vol-947259d7,80,standard,,"""aws:backup:source-resource"": ""i-f5b79090:8B486D7C-6FBB-1C8B-670D-16D3976C4546"", ""Name"": ""DataHub4 C Drive"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-07c62a9f1d1ea3051,snap-08e84850e185c5c5e,us-east-1,False,993814764642,2023-04-15 08:30:11.768000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:9D7340A9-0877-A34A-01D1-59F617FEECAE"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-04d93e3b5aadb86c8,snap-047f76520ffbd04be,us-east-1,False,993814764642,2023-04-15 07:13:25.486000+00:00,vol-0519557e3c89d15a6,80,standard,,"""aws:backup:source-resource"": ""i-03258b739120ff3c3:5AF7DA11-B12D-4907-333E-768E128F870C"", ""Name"": ""WebFront2"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-0a89117ea2c470330,snap-0364e7d9f57f9066b,us-east-1,False,993814764642,2023-04-15 07:09:40.954000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:919C3E54-1652-EA30-A02C-0CFCEABEE55E"""
DataHub4 C Drive,Created by CreateImage(i-f5b79090) for ami-0da08097722e1c5da,snap-0d726cde0d5524e4a,us-east-1,False,993814764642,2023-04-12 08:47:04.797000+00:00,vol-947259d7,80,standard,,"""Name"": ""DataHub4 C Drive"", ""aws:backup:source-resource"": ""i-f5b79090:80442240-26D4-77B1-DE73-FF77256E41B5"""
,Created by CreateImage(i-0fa79a221db461eac) for ami-014aaeb05054882b6,snap-05418645d301e825b,us-east-1,False,993814764642,2023-04-12 08:29:29.509000+00:00,vol-09a42fc333c423245,100,standard,,"""aws:backup:source-resource"": ""i-0fa79a221db461eac:EC60E7C8-A3D1-EBA1-DAF0-26915B6472E6"""
WebFront2,Created by CreateImage(i-03258b739120ff3c3) for ami-0d5fb997218e65754,snap-04917eee4cfc246b6,us-east-1,False,993814764642,2023-04-08 07:07:08.829000+00:00,vol-0519557e3c89d15a6,80,standard,,"""aws:backup:source-resource"": ""i-03258b739120ff3c3:B56E1AC4-4DAD-2C9A-5C91-696EB671A262"", ""Name"": ""WebFront2"""
,Created by CreateImage(i-021b9aa39d3451215) for ami-00e9f157d9cbb439b,snap-0326013205b037953,us-east-1,False,993814764642,2023-04-08 07:05:54.288000+00:00,vol-0f5fc694b4824fc5e,20,standard,,"""aws:backup:source-resource"": ""i-021b9aa39d3451215:DF472364-3BBD-F7B0-2684-CBC266B601DF"""
